id,title,author,follower_count,medium_url,clap_count,published_at,image_url,reading_time,uniqueSlug,isLocked
6a10a353289e,Stanley Pignal bio,Stanley Pignal,1741,https://medium.com/@spignal/stanley-pignal-bio-6a10a353289e,34,1480392270535,,0.8679245283018868,stanley-pignal-bio-6a10a353289e,False
205abcc9890f,A Looming Catastrophe: When Financial and Environmental Regulations Are Ditched,Grant Stern,3117,https://grantstern.medium.com/a-looming-catastrophe-when-financial-and-environmental-regulations-are-ditched-205abcc9890f,5,1479410959994,1*FtKssALISrdzh2xcF8ZoEg.jpeg,2.5207547169811324,a-looming-catastrophe-when-financial-and-environmental-regulations-are-ditched-205abcc9890f,False
ebce01e67e4f,VariabL — The Team,Nathan Sexer,1178,https://blog.variabl.io/variabl-the-team-ebce01e67e4f,167,1504616460992,1*VmiMdsH-P3WzMAaLbL752g.jpeg,6.465094339622642,variabl-the-team-ebce01e67e4f,False
d798f0975827,Want to Write for Bull Market?,Evan Hansen,18672,https://medium.com/bull-market/want-to-write-for-bull-market-d798f0975827,6,1434468000018,1*d2lmg_RNVldkb02KvDjj-g.jpeg,1.3660377358490565,want-to-write-for-bull-market-d798f0975827,False
c0976794612,Good Reads #2,Tony Yiu,104614,https://medium.com/alpha-beta-blog/good-reads-2-c0976794612,10,1636160435872,0*6X9A4Fa6dpLSbgkl,2.958490566037736,good-reads-2-c0976794612,True
1a2f4afd9eb,The Power Of Community In Blockchain Marketing,Lars Schulze,1295,https://medium.com/ufostart/the-power-of-community-in-blockchain-marketing-1a2f4afd9eb,10,1550160858592,1*lQsW7s8itmKKLzhWX9e4Qw.jpeg,5.433018867924528,the-power-of-community-in-blockchain-marketing-1a2f4afd9eb,False
3f8fbc7235dc,Why it Pays to Have a Press Release Before You Launch Your Product.,Neil Patel,3720,https://neilp666.medium.com/why-it-pays-to-have-a-press-release-before-you-launch-your-product-3f8fbc7235dc,1,1413471953302,1*Do1ER0cTTv__fIPf6Ww43A.jpeg,3.7056603773584906,why-it-pays-to-have-a-press-release-before-you-launch-your-product-3f8fbc7235dc,False
8b4ab385ad42,Is Cash Really King?,EconScan,155,https://medium.com/illumination/is-cash-really-king-8b4ab385ad42,476,1712007576187,1*CELrqVyO63PkcpRlgM9-BQ.jpeg,2.3150943396226413,is-cash-really-king-8b4ab385ad42,True
50d894bb6d92,Abundance Meets Strategy: Moon in Taurus Unlocks Financial Growth (April 10th),Sunshine,22,https://medium.com/@SunshineSmebdy/abundance-meets-strategy-moon-in-taurus-unlocks-financial-growth-april-10th-50d894bb6d92,0,1712779306865,,2.5056603773584905,abundance-meets-strategy-moon-in-taurus-unlocks-financial-growth-april-10th-50d894bb6d92,False
cfc96d5268cc,ERC Demystified: Navigating the Ins and Outs of Employee Retention Credit,Rachael Scott,16,https://medium.com/@rachael.scott3202009/erc-demystified-navigating-the-ins-and-outs-of-employee-retention-credit-cfc96d5268cc,10,1704775361794,1*v2yjn0v1a0wYWEE9SpWPUg.png,2.379559748427673,erc-demystified-navigating-the-ins-and-outs-of-employee-retention-credit-cfc96d5268cc,False
99a67a71c021,Mastering Market Trends with the What’s Trending ChatGPT Plugin,Devin Warner,40,https://medium.com/@chatgptschool/mastering-market-trends-with-the-whats-trending-chatgpt-plugin-99a67a71c021,0,1705522375975,0*nrfn27qJWqmDzQqv.jpg,6.890566037735849,mastering-market-trends-with-the-whats-trending-chatgpt-plugin-99a67a71c021,True
7bd7b3171ae7,Navigating Choppy Financial Waters: Moolamore is Your Business’s Compass and Life Vest,Moolamore,103,https://moolamore.medium.com/navigating-choppy-financial-waters-moolamore-is-your-businesss-compass-and-life-vest-7bd7b3171ae7,1,1705366938284,0*yeMz3xxnl0OuHKr6,2.6550314465408804,navigating-choppy-financial-waters-moolamore-is-your-businesss-compass-and-life-vest-7bd7b3171ae7,False
31d2f7c182f4,Revolutionizing Finance: The Dawn of AI-Driven Trade Lifecycles,VIVEK VISWANATHAN,67,https://medium.com/aruva-io-finance/revolutionizing-finance-the-dawn-of-ai-driven-trade-lifecycles-31d2f7c182f4,65,1702255581788,1*78EAWY10A_ysYmeNLJ30WQ.png,5.421069182389938,revolutionizing-finance-the-dawn-of-ai-driven-trade-lifecycles-31d2f7c182f4,True
bac27c2affab,The Top Ten Money Books: A 2000-Word Summary and Their Benefits,Araina Asher,56,https://medium.com/@araina_3482/the-top-ten-money-books-a-2000-word-summary-and-their-benefits-bac27c2affab,9,1697330146329,1*LepP_UMvm2qv388WxOzBDA.png,4.215094339622642,the-top-ten-money-books-a-2000-word-summary-and-their-benefits-bac27c2affab,True
fdd343c79ac9,"Power Surge for Business: Moon in Aries Meets Mercury, Eclipse & Destiny (April 8th)",Sunshine,22,https://medium.com/@SunshineSmebdy/power-surge-for-business-moon-in-aries-meets-mercury-eclipse-destiny-april-8th-fdd343c79ac9,0,1712609538835,,2.7358490566037736,power-surge-for-business-moon-in-aries-meets-mercury-eclipse-destiny-april-8th-fdd343c79ac9,False
96b34ded9965,"Navigating the Shift: Moon in Taurus Squares Pluto, A Time for Steady Growth (April 9th)",Sunshine,22,https://medium.com/@SunshineSmebdy/navigating-the-shift-moon-in-taurus-squares-pluto-a-time-for-steady-growth-april-9th-96b34ded9965,0,1712693914109,,2.3207547169811322,navigating-the-shift-moon-in-taurus-squares-pluto-a-time-for-steady-growth-april-9th-96b34ded9965,False
74c30dffc94e,"April 16th, 2024: A Day of Powerful Emotions, Clear Communication, and Leadership in Business and…",Sunshine,22,https://medium.com/@SunshineSmebdy/april-16th-2024-a-day-of-powerful-emotions-clear-communication-and-leadership-in-business-and-74c30dffc94e,0,1713237265457,,1.5056603773584907,april-16th-2024-a-day-of-powerful-emotions-clear-communication-and-leadership-in-business-and-74c30dffc94e,False
04f2be355e5b,Fortune Favors the Bold (But Sentimental): How Tyche in Cancer Shaken Up Business,Sunshine,22,https://medium.com/@SunshineSmebdy/fortune-favors-the-bold-but-sentimental-how-tyche-in-cancer-shaken-up-business-04f2be355e5b,0,1713084579309,,1.830188679245283,fortune-favors-the-bold-but-sentimental-how-tyche-in-cancer-shaken-up-business-04f2be355e5b,False
c16184a0e8d8,Navigate the Stars: March 5 Astro Vibe Check,Sunshine,22,https://medium.com/the-trap-chronicle/navigate-the-stars-march-5-astro-vibe-check-c16184a0e8d8,4,1709643726362,,1.6452830188679246,navigate-the-stars-march-5-astro-vibe-check-c16184a0e8d8,False
4cfd30cf1e94,Navigating Cosmic Currents: How the Moon in Taurus and Mars in Aquarius Affect Your Business and…,Sunshine,22,https://medium.com/the-trap-chronicle/navigating-cosmic-currents-how-the-moon-in-taurus-and-mars-in-aquarius-affect-your-business-and-4cfd30cf1e94,0,1710376651736,,1.3886792452830188,navigating-cosmic-currents-how-the-moon-in-taurus-and-mars-in-aquarius-affect-your-business-and-4cfd30cf1e94,False
188791a9d77a,The Moon in Capricorn: Building a Business Empire Under the Steady Glow,Sunshine,22,https://medium.com/the-trap-chronicle/the-moon-in-capricorn-building-a-business-empire-under-the-steady-glow-188791a9d77a,0,1709646331907,,6.260377358490566,the-moon-in-capricorn-building-a-business-empire-under-the-steady-glow-188791a9d77a,False
f05ac7aee2bc,Navigate the Emotional Tides: Business & Finances Under the Cancer Moon ♋️,Sunshine,22,https://medium.com/the-trap-chronicle/navigate-the-emotional-tides-business-finances-under-the-cancer-moon-%EF%B8%8F-f05ac7aee2bc,0,1708413166847,,5.8830188679245285,navigate-the-emotional-tides-business-finances-under-the-cancer-moon-️-f05ac7aee2bc,False
9b18c33b59f2,Moon in Capricorn: Power Up Your Business with Earthly Ambition,Sunshine,22,https://medium.com/the-trap-chronicle/moon-in-capricorn-power-up-your-business-with-earthly-ambition-9b18c33b59f2,0,1707345340559,,3.309433962264151,moon-in-capricorn-power-up-your-business-with-earthly-ambition-9b18c33b59f2,False
682ccf5686de,Navigate the Emotional Tides: Business & Finances Under the Cancer Moon ♋️,Sunshine,22,https://medium.com/the-trap-chronicle/navigate-the-emotional-tides-business-finances-under-the-cancer-moon-%EF%B8%8F-682ccf5686de,0,1708399239916,,5.8830188679245285,navigate-the-emotional-tides-business-finances-under-the-cancer-moon-️-682ccf5686de,False
3796d107ba22,My Business and Corporate Finance Lecturer told me that Treasury Bills and Bonds are good…,Andulile Edwin,3775,https://medium.com/@andulileedwin/my-business-and-corporate-finance-lecturer-told-me-that-treasury-bills-and-bonds-are-good-3796d107ba22,767,1684084200356,,4.467924528301887,my-business-and-corporate-finance-lecturer-told-me-that-treasury-bills-and-bonds-are-good-3796d107ba22,False
950f35bbdc60,"Thank you! Mostly business and entrepreneurship, finance and money topics.",Jenn Leach,47974,https://millennialnextdoor.medium.com/thank-you-mostly-business-and-entrepreneurship-finance-and-money-topics-950f35bbdc60,50,1636509942716,,0.03773584905660377,thank-you-mostly-business-and-entrepreneurship-finance-and-money-topics-950f35bbdc60,False
da3cf8c44306,This Is The Best Book I’ve Ever Read On Business and Personal Finance,NeNe Buernor Addo,30,https://medium.com/@nenebaddo/this-is-the-best-book-ive-ever-read-on-business-and-personal-finance-da3cf8c44306,1,1709384499766,1*kQXtyuow1kIQmHeqYwemjw.jpeg,1.7849056603773585,this-is-the-best-book-ive-ever-read-on-business-and-personal-finance-da3cf8c44306,False
b2f3e8e91bfb,"Unlocking Success: The Yellow Brick Formula and Red Carpet Access in Business, Trading, and Finance",Sasikumar,12,https://medium.com/@sasicse990/unlocking-success-the-yellow-brick-formula-and-red-carpet-access-in-business-trading-and-finance-b2f3e8e91bfb,2,1705036029021,1*_y_NMgS8VWv8dMl9nSlW1g.png,3.9207547169811323,unlocking-success-the-yellow-brick-formula-and-red-carpet-access-in-business-trading-and-finance-b2f3e8e91bfb,False
6b7eafb08946,"Unlocking Success: Navigating the Business, Trading, and Finance Landscape with the Yellow Brick…",Sasikumar,12,https://medium.com/@sasicse990/unlocking-success-navigating-the-business-trading-and-finance-landscape-with-the-yellow-brick-6b7eafb08946,0,1704987399880,1*t3-szrwBni8s-IrOFCQpcw.jpeg,3.4000000000000004,unlocking-success-navigating-the-business-trading-and-finance-landscape-with-the-yellow-brick-6b7eafb08946,False
d6f0ce7dba48,Insurance for Freelancers: Protecting Your Business and Personal Finances,Michael Smith,1884,https://medium.com/@michael.smith38464/insurance-for-freelancers-protecting-your-business-and-personal-finances-d6f0ce7dba48,0,1710958887108,0*OvA2uGqa3e-PZ5as.jpg,2.6452830188679246,insurance-for-freelancers-protecting-your-business-and-personal-finances-d6f0ce7dba48,True
223282265f00,Credit Cards for Dummies,Renzo Costarella,640,https://medium.com/due/credit-cards-for-dummies-223282265f00,9,1480591844000,1*7jHK5bC0T4TmJBgoIs2WHw.jpeg,4.154716981132076,credit-cards-for-dummies-223282265f00,False
1f47cc4cf803,"God, please save us from amateur economists!",Dick Dowdell,2000,https://dick-dowdell.medium.com/god-please-save-us-from-amateur-economists-1f47cc4cf803,0,1606399295847,,0.46037735849056605,god-please-save-us-from-amateur-economists-1f47cc4cf803,False
0b7d83f3319d,How To Manage Your Personal And Business Finances,Kuda App,6878,https://medium.com/kuda-business/how-to-manage-your-personal-and-business-finances-0b7d83f3319d,23,1709644861779,1*12ffQ6sYVLasbnKpdP4_Ww.png,2.8858490566037736,how-to-manage-your-personal-and-business-finances-0b7d83f3319d,False
565b66dc68a5,The Transformational Impact of Blockchain on Finance and Business,Coinscapture,1793,https://coinscapture.medium.com/the-transformational-impact-of-blockchain-on-finance-and-business-565b66dc68a5,0,1699082490558,1*TYR_uaMes0LMsNZ9NgNvbw.jpeg,3.4905660377358494,the-transformational-impact-of-blockchain-on-finance-and-business-565b66dc68a5,False
c15ac60cbfd1,"Why are women in leadership positions succeeding across business, finance and politics?",Andrea Zanon Confidente,11947,https://andreazanon.medium.com/why-are-women-in-leadership-positions-succeeding-across-business-finance-and-politics-c15ac60cbfd1,180,1695046426582,1*I9_U6B0xRCwHR5s6FkWKOQ.jpeg,0.6264150943396227,why-are-women-in-leadership-positions-succeeding-across-business-finance-and-politics-c15ac60cbfd1,True
c33fbb6fdb8e,The Transformative Influence of Blockchain on Finance and Business,Coinscapture,1793,https://coinscapture.medium.com/the-transformative-influence-of-blockchain-on-finance-and-business-c33fbb6fdb8e,53,1691996488189,1*G2pl_BIGqVH5p1jlFistOg.jpeg,3.109433962264151,the-transformative-influence-of-blockchain-on-finance-and-business-c33fbb6fdb8e,False
7d9f9729da7e,"Only a leader with business, finance and diplomacy skills will succeed.",Andrea Zanon Confidente,11947,https://andreazanon.medium.com/only-a-leader-with-business-finance-and-diplomacy-skills-will-succeed-7d9f9729da7e,0,1679352985571,,0.13962264150943396,only-a-leader-with-business-finance-and-diplomacy-skills-will-succeed-7d9f9729da7e,False
4ba43acaccd9,My Concept For Online Business Around Stocks And Finance With No Website,Peter's Dreams,6320,https://petersdreams.medium.com/my-concept-for-online-business-around-stocks-and-finance-with-no-website-4ba43acaccd9,107,1674826654529,0*HOydR4aXXQ_sWwz4,2.6339622641509437,my-concept-for-online-business-around-stocks-and-finance-with-no-website-4ba43acaccd9,True
f3a9694f6bac,Greenwashing is a challenging emerging trend in sustainable finance and business,Andrea Zanon Confidente,11947,https://andreazanon.medium.com/greenwashing-is-a-challenging-emerging-trend-in-sustainable-finance-and-business-f3a9694f6bac,59,1646162385794,1*_NNgAlxNI0jq1PRwM5ShtA.jpeg,2.9245283018867925,greenwashing-is-a-challenging-emerging-trend-in-sustainable-finance-and-business-f3a9694f6bac,False
3f09e08ae7a1,"Yet some of the wealthiest people in the world from business, finance, and entertainment are all…",Eric Kleppen,3398,https://erickleppen.medium.com/yet-some-of-the-wealthiest-people-in-the-world-from-business-finance-and-entertainment-are-all-3f09e08ae7a1,22,1636690011771,,0.13962264150943396,yet-some-of-the-wealthiest-people-in-the-world-from-business-finance-and-entertainment-are-all-3f09e08ae7a1,False
f2586ffd88c6,The #1 Reason Professional “Finance” and “Business” People Don’t Always Make the Best Founders,Rachel Greenberg,24045,https://ehandbook.com/the-1-reason-professional-finance-and-business-people-dont-always-make-the-best-founders-f2586ffd88c6,99,1631790133266,0*0Eea0iybSiSXR22I,5.871698113207548,the-1-reason-professional-finance-and-business-people-dont-always-make-the-best-founders-f2586ffd88c6,True
ced9426de946,Introducing Lithium Finance Business and Product Roadmap,Lithium Finance,1370,https://medium.com/lithiumfinance/introducing-lithium-finance-business-and-product-roadmap-ced9426de946,130,1631006946561,1*W4thkfLsazgqDE8WgaVQOA.jpeg,1.511635220125786,introducing-lithium-finance-business-and-product-roadmap-ced9426de946,False
6aeac13dc0c1,Events to speak at in 2021: The Finance and Business Report,SpeakerHub,1002,https://speakerhubhq.medium.com/events-to-speak-at-in-2021-the-finance-and-business-report-6aeac13dc0c1,2,1629114879641,1*1lO4p_2Kj706qxrspSGqSg.png,6.021069182389938,events-to-speak-at-in-2021-the-finance-and-business-report-6aeac13dc0c1,False
616b80cbd0e6,"10 Best Coursera Courses to Learn Business, Finance, and Entrepreneurship in 2024",javinpaul,30604,https://medium.com/javarevisited/10-best-courses-courses-and-certifications-for-business-finance-and-entrepreneurship-616b80cbd0e6,210,1621263428810,1*t6BOMm7y3qp3ZJlUdtIaIg.png,9.477358490566038,10-best-courses-courses-and-certifications-for-business-finance-and-entrepreneurship-616b80cbd0e6,False
b9ac9a71c9af,3 Tips to Better Organize Your Business Finances and Keep Better Track of Money Made,Due.com,4925,https://medium.com/@due/3-tips-to-better-organize-your-business-finances-and-keep-better-track-of-money-made-b9ac9a71c9af,1,1457638217000,0*ZvKwcCZcnY1_LhK5.jpg,2.8905660377358493,3-tips-to-better-organize-your-business-finances-and-keep-better-track-of-money-made-b9ac9a71c9af,False
78458ac95995,I also thought creating a channel with finance and business advice would lead to a flood of…,Oleg Deem,338,https://olegdeem.medium.com/i-also-thought-creating-a-channel-with-finance-and-business-advice-would-lead-to-a-flood-of-78458ac95995,58,1707129023941,,0.1471698113207547,i-also-thought-creating-a-channel-with-finance-and-business-advice-would-lead-to-a-flood-of-78458ac95995,False
adfaa9068775,"Interesting Content in AI, Software, Business, and Tech- 04/03/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-04-03-2024-adfaa9068775,1,1712167714187,1*iAtzCh2hzhiaSXO5hA8AKg.jpeg,7.979559748427674,interesting-content-in-ai-software-business-and-tech-04-03-2024-adfaa9068775,False
8092aadf5260,Why Financialicious Exists,Nick Wolny,34286,https://medium.com/financialicious/why-financialicious-exists-8092aadf5260,1,1712577722945,1*eYziYdF8Y4MSKgspuD3dOQ.png,8.372641509433961,why-financialicious-exists-8092aadf5260,True
f68d869467a9,Will You Be Able to Succeed Financially?,Matesanz⚕️,798,https://medium.com/technical-excellence/will-you-be-able-to-succeed-financially-f68d869467a9,584,1710260623891,1*9rqROz4fXdun1IQjspT0rA.jpeg,4.84748427672956,will-you-be-able-to-succeed-financially-f68d869467a9,True
3491f1bdbe21,"Interesting Content in AI, Software, Business, and Tech- 03/27/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-03-27-2024-3491f1bdbe21,67,1711578549932,1*iAtzCh2hzhiaSXO5hA8AKg.jpeg,9.064150943396225,interesting-content-in-ai-software-business-and-tech-03-27-2024-3491f1bdbe21,False
0a697f1aebb9,"Interesting Content in AI, Software, Business, and Tech- 03/06/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-03-06-2024-0a697f1aebb9,44,1709770755293,1*iAtzCh2hzhiaSXO5hA8AKg.jpeg,8.304088050314466,interesting-content-in-ai-software-business-and-tech-03-06-2024-0a697f1aebb9,False
0adde5d9afeb,"Interesting Content in AI, Software, Business, and Tech- 03/13/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-03-13-2024-0adde5d9afeb,10,1710379112875,1*iAtzCh2hzhiaSXO5hA8AKg.jpeg,9.523584905660378,interesting-content-in-ai-software-business-and-tech-03-13-2024-0adde5d9afeb,False
84342b2879ee,PPC Ads Are Expensive in New York. Wanna Know Why?,Rehman Siddiq,4149,https://medium.com/@RehmanSiddiq/ppc-ads-are-expensive-in-new-york-wanna-know-why-84342b2879ee,0,1710964586536,1*h1A2o6QmzesBKPIw_AIhZg.jpeg,1.5735849056603772,ppc-ads-are-expensive-in-new-york-wanna-know-why-84342b2879ee,False
cd3a824ba81f,"Interesting Content in AI, Software, Business, and Tech- 02/14/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-02-14-2024-cd3a824ba81f,128,1707939225794,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,10.331132075471698,interesting-content-in-ai-software-business-and-tech-02-14-2024-cd3a824ba81f,False
5205d12f7baf,"Interesting Content in AI, Software, Business, and Tech- 01/31/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-01-31-2024-5205d12f7baf,13,1706750692140,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,9.10943396226415,interesting-content-in-ai-software-business-and-tech-01-31-2024-5205d12f7baf,False
c3510684bf68,"Interesting Content in AI, Software, Business, and Tech- 01/10/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-01-10-2024-c3510684bf68,80,1704931703337,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,10.162264150943395,interesting-content-in-ai-software-business-and-tech-01-10-2024-c3510684bf68,False
c4d9b2c12f4c,"Interesting Content in AI, Software, Business, and Tech- 01/17/2024",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-01-17-2024-c4d9b2c12f4c,36,1705557537544,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,6.69056603773585,interesting-content-in-ai-software-business-and-tech-01-17-2024-c4d9b2c12f4c,False
b34c3cfb883b,"Interesting Content in AI, Software, Business, and Tech- 12/13/2023",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-12-13-2023-b34c3cfb883b,26,1702519239859,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,8.079245283018867,interesting-content-in-ai-software-business-and-tech-12-13-2023-b34c3cfb883b,False
3829f9429f2d,"Interesting Content in AI, Software, Business, and Tech- 12/06/2023",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-12-06-2023-3829f9429f2d,7,1701920111861,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,9.049056603773584,interesting-content-in-ai-software-business-and-tech-12-06-2023-3829f9429f2d,False
c13757fc467e,"Interesting Content in AI, Software, Business, and Tech- 11/1/2023",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-11-1-2023-c13757fc467e,22,1698901623151,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,9.6188679245283,interesting-content-in-ai-software-business-and-tech-11-1-2023-c13757fc467e,False
3313e9b37283,"Interesting Content in AI, Software, Business, and Tech- 11/8/2023",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-11-8-2023-3313e9b37283,5,1699502332473,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,8.920754716981131,interesting-content-in-ai-software-business-and-tech-11-8-2023-3313e9b37283,False
faf3036591da,"Interesting Content in AI, Software, Business, and Tech- 11/22/2023",Devansh,15222,https://machine-learning-made-simple.medium.com/interesting-content-in-ai-software-business-and-tech-11-22-2023-faf3036591da,12,1700719234902,1*b9LTaujSPgYWZL-qD3Zf1Q.jpeg,8.777358490566037,interesting-content-in-ai-software-business-and-tech-11-22-2023-faf3036591da,False
